Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13 00:00:00-05:00,1.6201290032495148,1.6933504885738497,1.603296429913918,1.6916671991348267,76216000,0.0,0.0
2002-02-14 00:00:00-05:00,1.7127074631238086,1.716073880742533,1.670626199462424,1.6832505464553833,11021600,0.0,0.0
2002-02-15 00:00:00-05:00,1.683250536190216,1.6874585983197792,1.6580018423582747,1.6748342514038086,8389600,0.0,0.0
2002-02-19 00:00:00-05:00,1.666417919400072,1.666417919400072,1.5780473329649454,1.6075042486190796,7410400,0.0,0.0
2002-02-20 00:00:00-05:00,1.6159204280113413,1.6622097492218018,1.6032959217473381,1.6622097492218018,6892800,0.0,0.0
2002-02-21 00:00:00-05:00,1.6563183724217407,1.6706260068380219,1.6411690935660002,1.6580016613006592,6976800,0.0,0.0
2002-02-22 00:00:00-05:00,1.6706264346473896,1.6706264346473896,1.6159208162917797,1.6285451650619507,3525600,0.0,0.0
2002-02-25 00:00:00-05:00,1.6243365036922721,1.6537934165628076,1.6058208078583192,1.6411690711975098,3453600,0.0,0.0
2002-02-26 00:00:00-05:00,1.632752787444891,1.6580016387027476,1.606662452286307,1.6411690711975098,2761600,0.0,0.0
2002-02-27 00:00:00-05:00,1.6285449059067019,1.6293865504277538,1.5990879897790014,1.6117123365402222,4091200,0.0,0.0
2002-02-28 00:00:00-05:00,1.6159205331670146,1.6369611642732138,1.6075042486190796,1.6075042486190796,2751200,0.0,0.0
2002-03-01 00:00:00-05:00,1.6032957847876526,1.6453770406668797,1.5974044346489211,1.6302279233932495,1913600,0.0,0.0
2002-03-04 00:00:00-05:00,1.6369610318959669,1.667259429080185,1.634436098577589,1.6580016613006592,3180800,0.0,0.0
2002-03-05 00:00:00-05:00,1.6495856692847464,1.653793731699287,1.6125541100330798,1.6201287508010864,3444800,0.0,0.0
2002-03-06 00:00:00-05:00,1.6192872343844167,1.6352781617745287,1.6159208162917797,1.6285451650619507,1316800,0.0,0.0
2002-03-07 00:00:00-05:00,1.6285447366630348,1.7337478829522843,1.6285447366630348,1.7185986042022705,2700800,0.0,0.0
2002-03-08 00:00:00-05:00,1.7084987152684812,1.7674125304959043,1.7084987152684812,1.7589962482452393,1600800,0.0,0.0
2002-03-11 00:00:00-05:00,1.750580316658775,1.8010778597508532,1.7463722549541285,1.781720519065857,5462400,0.0,0.0
2002-03-12 00:00:00-05:00,1.767412568536342,1.8431587893681667,1.767412568536342,1.7842451333999634,5819200,0.0,0.0
2002-03-13 00:00:00-05:00,1.784245534983922,1.8094942274348955,1.7379560514541081,1.7690962553024292,5063200,0.0,0.0
2002-03-14 00:00:00-05:00,1.769095831864585,1.7842451079200579,1.753946555809112,1.767412543296814,1696800,0.0,0.0
2002-03-15 00:00:00-05:00,1.7674128859533946,1.7758291698967208,1.6748340836313353,1.712707281112671,1708000,0.0,0.0
2002-03-18 00:00:00-05:00,1.7169152800306822,1.7169152800306822,1.6032958522691627,1.6243364810943604,2207200,0.0,0.0
2002-03-19 00:00:00-05:00,1.636961077598454,1.6411691393859726,1.5654229035197658,1.5738391876220703,3229600,0.0,0.0
2002-03-20 00:00:00-05:00,1.5612146271495049,1.5612146271495049,1.4307627899259818,1.5166085958480835,9236000,0.0,0.0
2002-03-21 00:00:00-05:00,1.5166084443391203,1.6201282914479573,1.5166084443391203,1.5780470371246338,4427200,0.0,0.0
2002-03-22 00:00:00-05:00,1.5780471618898289,1.648743687584674,1.55784817748091,1.6243364810943604,2494400,0.0,0.0
2002-03-25 00:00:00-05:00,1.641168963432392,1.6672592968777897,1.6142369856142718,1.659684658050537,7571200,0.0,0.0
2002-03-26 00:00:00-05:00,1.6832500037707845,1.6916662858950844,1.6647343115191087,1.6815667152404785,1816800,0.0,0.0
2002-03-27 00:00:00-05:00,1.6815673568954246,1.7674131783714446,1.674834360732244,1.733748197555542,1369600,0.0,0.0
2002-03-28 00:00:00-05:00,1.7253319518275516,1.7337482373565596,1.6916669702388143,1.7000832557678223,1714400,0.0,0.0
2002-04-01 00:00:00-05:00,1.6874583157882297,1.6874583157882297,1.599087741645062,1.6032958030700684,1880000,0.0,0.0
2002-04-02 00:00:00-05:00,1.5990876792539401,1.5990876792539401,1.5443820802270178,1.5687891244888306,2098400,0.0,0.0
2002-04-03 00:00:00-05:00,1.5696313129178003,1.5822556616034116,1.5519572568634052,1.5654232501983643,567200,0.0,0.0
2002-04-04 00:00:00-05:00,1.5612148449162575,1.6032961093132163,1.5612148449162575,1.5948799848556519,763200,0.0,0.0
2002-04-05 00:00:00-05:00,1.594879334018198,1.6327523602038874,1.5561645030975344,1.5561645030975342,837600,0.0,0.0
2002-04-08 00:00:00-04:00,1.5654228590046977,1.5654228590046977,1.4955679758383487,1.5401740074157715,1558400,0.0,0.0
2002-04-09 00:00:00-04:00,1.5317580882602138,1.6159206170541314,1.5317580882602138,1.5948799848556519,3562400,0.0,0.0
2002-04-10 00:00:00-04:00,1.5906713665819283,1.603295710656538,1.5780470225073187,1.592354655265808,1302400,0.0,0.0
2002-04-11 00:00:00-04:00,1.5915133392297345,1.5915133392297345,1.5570067167282104,1.5570067167282104,1444000,0.0,0.0
2002-04-12 00:00:00-04:00,1.569631015665947,1.569631015665947,1.5199751144492275,1.5359660387039185,1236000,0.0,0.0
2002-04-15 00:00:00-04:00,1.5317580223304255,1.5628980667485688,1.5309163778154382,1.5620564222335815,1559200,0.0,0.0
2002-04-16 00:00:00-04:00,1.5780469696772725,1.6159201611604226,1.5780469696772725,1.5990875959396362,1225600,0.0,0.0
2002-04-17 00:00:00-04:00,1.6201284890832932,1.704291007996711,1.6201284890832932,1.6672594547271729,3348800,0.0,0.0
2002-04-18 00:00:00-04:00,1.667259454727173,1.6958747239999163,1.6613681040875963,1.6672594547271729,984800,0.0,0.0
2002-04-19 00:00:00-04:00,1.6672590312605042,1.7127068569835562,1.6672590312605042,1.7059738636016846,646400,0.0,0.0
2002-04-22 00:00:00-04:00,1.6958748934483423,1.6958748934483423,1.6672596213164184,1.6832505464553833,772800,0.0,0.0
2002-04-23 00:00:00-04:00,1.6790420513706832,1.7042907388464006,1.6411688596298672,1.6453769207000732,824800,0.0,0.0
2002-04-24 00:00:00-04:00,1.6428523216946074,1.6504269608423785,1.632752749321827,1.6335943937301636,1064800,0.0,0.0
2002-04-25 00:00:00-04:00,1.6335943012973597,1.6335943012973597,1.6133953182219645,1.6327526569366455,1727200,0.0,0.0
2002-04-26 00:00:00-04:00,1.6243368132156273,1.6479023801080135,1.6201287508010864,1.6201287508010864,1653600,0.0,0.0
2002-04-29 00:00:00-04:00,1.6117120477719913,1.6117120477719913,1.582255136922045,1.590671420097351,2562400,0.0,0.0
2002-04-30 00:00:00-04:00,1.5780471134655216,1.6243364312496087,1.573839052040515,1.6032958030700684,6894400,0.0,0.0
2002-05-01 00:00:00-04:00,1.6243366878665166,1.7253317832946775,1.6243366878665166,1.7253317832946777,1672000,0.0,0.0
2002-05-02 00:00:00-04:00,1.7169154902970087,1.76657139324789,1.7169154902970087,1.7531054019927979,3316000,0.0,0.0
2002-05-03 00:00:00-04:00,1.7505806684494019,1.751422313064918,1.7303816792589046,1.7505806684494019,463200,0.0,0.0
2002-05-06 00:00:00-04:00,1.7497387594382323,1.901231221840762,1.7497387594382323,1.8305346965789795,2146400,0.0,0.0
2002-05-07 00:00:00-04:00,1.8221180031999338,1.8515749088553495,1.8052856003448543,1.8094936609268188,452800,0.0,0.0
2002-05-08 00:00:00-04:00,1.8263261898808119,1.8936561210863272,1.8263261898808119,1.885239839553833,658400,0.0,0.0
2002-05-09 00:00:00-04:00,1.893656436099523,1.952570256100184,1.893656436099523,1.9231133460998535,847200,0.0,0.0
2002-05-10 00:00:00-04:00,1.9357381396156754,1.9719280522580727,1.8515756118062983,1.8566253185272217,696000,0.0,0.0
2002-05-13 00:00:00-04:00,1.8574662578809884,1.8574662578809884,1.7547880707251733,1.8094936609268188,1929600,0.0,0.0
2002-05-14 00:00:00-04:00,1.8515757749291852,1.8852407569133474,1.7505806684494019,1.7505806684494019,3958400,0.0,0.0
2002-05-15 00:00:00-04:00,1.742164217957809,1.7674129095983067,1.6706260442733767,1.6706260442733765,5829600,0.0,0.0
2002-05-16 00:00:00-04:00,1.6706262983279903,1.7421644828913403,1.6706262983279903,1.733748197555542,5286400,0.0,0.0
2002-05-17 00:00:00-04:00,1.7463720212950133,1.809493901582785,1.7463720212950133,1.786769986152649,4351200,0.0,0.0
2002-05-20 00:00:00-04:00,1.7867701432724272,1.8094940607007928,1.7758290870257645,1.7993944883346558,2336000,0.0,0.0
2002-05-21 00:00:00-04:00,1.9020731200303198,1.906281182120127,1.7211237212048704,1.7253317832946777,3872000,0.0,0.0
2002-05-22 00:00:00-04:00,1.7219651100196642,1.8094942092895507,1.7084991194438772,1.7884535789489746,1847200,0.0,0.0
2002-05-23 00:00:00-04:00,1.788453317120586,1.9104890194408892,1.788453317120586,1.8860818147659302,2157600,0.0,0.0
2002-05-24 00:00:00-04:00,1.8801905700676824,1.9946516401394787,1.8801905700676824,1.9744524955749512,2212000,0.0,0.0
2002-05-28 00:00:00-04:00,1.9820275112770784,2.044307924552178,1.9609868788409002,2.0375747680664062,2082400,0.0,0.0
2002-05-29 00:00:00-04:00,2.0375741604297684,2.0375741604297684,1.9778188591840895,1.9862351417541504,4728000,0.0,0.0
2002-05-30 00:00:00-04:00,1.9862354122086243,1.9862354122086243,1.9483622157499902,1.9576201438903809,3941600,0.0,0.0
2002-05-31 00:00:00-04:00,1.9576201293958968,2.0451490620239547,1.9576201293958968,2.03589129447937,2708000,0.0,0.0
2002-06-03 00:00:00-04:00,2.0358905933050164,2.0358905933050164,1.9475198861670628,1.956777811050415,1817600,0.0,0.0
2002-06-04 00:00:00-04:00,1.9534121420810728,2.0114843296914673,1.9273218040932696,1.9719280004501343,1933600,0.0,0.0
2002-06-05 00:00:00-04:00,1.977818432674613,1.9929677059283881,1.9449951143095694,1.956777811050415,1752000,0.0,0.0
2002-06-06 00:00:00-04:00,1.956777811050415,1.9904427735436911,1.9517281068082246,1.956777811050415,1403200,0.0,0.0
2002-06-07 00:00:00-04:00,1.935737821849488,1.955936805944647,1.8987062707447357,1.9315297603607178,1752000,0.0,0.0
2002-06-10 00:00:00-04:00,1.9315302942562387,1.9609870538743053,1.8768245166174287,1.8936570882797241,854400,0.0,0.0
2002-06-11 00:00:00-04:00,1.90375635125857,1.9146974086761475,1.8953400668072862,1.9146974086761475,323200,0.0,0.0
2002-06-12 00:00:00-04:00,1.8944977652922983,1.8953394094982696,1.8364255992980298,1.885239839553833,532000,0.0,0.0
2002-06-13 00:00:00-04:00,1.885240411795068,1.9441542398778662,1.8599917200608787,1.9323713779449463,1297600,0.0,0.0
2002-06-14 00:00:00-04:00,1.9306876501600123,1.9306876501600123,1.7968692723532447,1.8944977521896362,718400,0.0,0.0
2002-06-17 00:00:00-04:00,1.9020731727512874,1.9736113539518305,1.9020731727512874,1.937421441078186,936800,0.0,0.0
